,MolecularStructure,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,ALDH1_inhibition
0,COc1ccccc1CC(NC(C)=O)C(=O)NC1CCN(c2nnnn2-c2ccccc2)CC1,1.6455443325396635,-0.40431856989449766,0.5023796892859664,0.012591635414417969,0.4842151213674099,-0.23348910512544477,0.05857578957235962,-0.3673488796017916,0.15480931017572458,-0.6867229394980144,0.43713623911469435,-0.46570689827397915,0.3579825142433136,-0.14489438701764604,0.5569560763426658,0.3277825625081912,-0.2922290967332586,0.10568564827127469,0.13678114949540163,-0.016458452534994276,-0.12731442481454966,-0.1892903657222576,0.11254329454010861,0.2353071424697577,0.03611350606258893,-0.07499422643330181,0.07617522276523628,-0.10981582077377251,-0.03902948007571775,0.26412204186072363,0.4532500743016294,-0.16751703765369014,0.25281965685050994,0.006450000636493225,0.21542619141015618,-0.10450163372935513,0.17286562901433727,-0.15424630973190157,0.07859805031523281,-0.053913365471547875,0.003458759082679121,0.1651806006554789,0.09276686585611078,-0.10223030299060853,-0.13828396781096292,-0.1071488958979745,-0.1186570685365534,-0.18555678330217706,-0.0025893164638115403,0.03519057486219338,-0.15529205732620363,0.04516185315956574,0.06352683771463197,-0.10804703438086756,-0.06839505786198492,-0.012208254425719819,0.007452710587464977,0.08742155879593583,-0.018353739930767058,-0.1506596717089086,0.008547253686598024,0.0934743487672509,0.1492608109375582,-0.1076877948663671,0.02337435813227115,0.10791903412542032,0.06643946221237497,-0.07828520847255208,0.028167265278356276,-0.01690574384951784,-0.06263788422367941,-0.004258573039682135,0.07524210619132657,0.035439023130951486,-0.018276809845251107,-0.06631142259392245,-0.04051781475852715,0.006840302097040206,0.06510171284361072,-0.02782165262717886,0.04141501688623677,-0.03126888230510287,-0.051979073098661566,-0.031250253357965045,-0.08320329663659502,0.05443527162655819,0.014329483033925162,-0.003835882067436544,-0.005735659293909898,0.01788797816769322,0.013036795064304937,-0.004590597150594145,-0.017064019527923642,-0.04147454988794251,0.019979861355520066,0.01712928460649232,0.037274025029714955,0.04175439511701702,0.007929256635503076,0.0016599348056508267,-0.003815700560268643,Yes
1,O=C(CSc1nc2cccnc2n1Cc1ccccc1)NCc1ccco1,0.365707227929364,-0.9788237713365378,0.38119551530150475,0.18685180513095104,-0.15710073457657636,-0.2577275482328687,0.1577672158200936,0.009375500967592293,-0.07165850816891951,-0.17509938165500827,-0.0814889649728114,-0.1204596393324092,-0.5318229360193889,0.21845182072163502,-0.007856865162333637,-0.004352403197048048,0.042174693766572124,0.06443007999111629,0.17452886154403566,-0.20650065414771263,-0.08908768684229774,0.03358550348633929,0.07440710708075497,-0.45567607037926217,0.4261999949144933,0.01947100458816065,-0.011757641042955147,-0.044811628492202195,-0.13275955060800748,-0.2973868326469254,-0.2620696908490903,0.08704274992059703,-0.039657311126975556,-7.417592340327115e-05,0.1546624325860259,-0.08613185782729257,-0.10544799140923819,0.03784670544511841,-0.0831120307147484,-0.1490127163731129,0.08092367191449186,0.04833973368929703,-0.11295397412818119,-0.03394932783797523,0.2544978899401183,-0.06376880293625796,-0.17088193988487235,-0.11675418827497105,-0.036118922869923284,-0.12999291810993807,-0.027863570717865382,0.08746231912176292,-0.08857849747942752,0.15274664537962543,-0.0045792625896064545,-0.038776633988584844,0.03897359492914556,-0.10552820900508028,-0.20056503134023632,-0.11565161838770015,0.11798319759467901,-0.08905512879638572,-0.03967897957346942,-0.03892712278320596,-0.07883756128998283,0.03958151295751343,0.1388103895037473,-0.0336474524738405,0.02298895224698789,0.044243117056833516,-0.02783738762264247,-0.08240420407780794,0.012275283199902082,0.015180535921921768,-0.0012773484881382568,-0.007194017252555096,0.011974856048904902,-0.004356069114933888,-0.010720772814225317,0.008305619024289664,0.006561499269875786,0.0021560641982769756,-0.03986572276791804,0.03440103612912172,0.019184736403037125,-0.005505269295888798,0.01745330325316643,0.02253094430665003,-0.026315363677637586,0.033801949449465594,0.026839287031018642,-0.021990641015730214,0.006978864965126681,-0.008535542308715071,-0.017069456763854185,0.03773238477286823,0.017165927975180895,0.006646023357751514,0.01448909061790679,0.023162691927299642,-0.02869546333503477,Yes
2,Cc1cccc2cc(C[NH+](CC3CCCO3)C(c3nnnn3Cc3ccco3)C(C)C)c(O)nc12,1.5991380452612367,-0.6025602938884722,1.4583799686697312,0.08257891743574616,0.4938756924349038,-0.32339043099558284,-0.09683908530416349,0.07249629570727119,0.7231837413873431,-0.15214197099869184,-0.23181974961536778,-0.19308301699551408,-0.25042473286680716,0.14338467180905232,0.2631610033517363,0.32198344853695304,-0.34582645441039145,-0.050502565148246324,0.043031538218921625,-0.03803717442640753,-0.016138113911136613,-0.2272457659305241,0.3559145517663087,-0.10127174303463458,0.4743302952192216,-0.01002412724110776,-0.2462971550103436,0.21728935536753813,-0.04886796930202196,0.06360843719701174,0.47064674805302886,0.010252609173752692,0.03581730647820484,0.007343433522903129,0.35177462974734347,-0.24346180240997378,0.07683147701843837,0.07005612650229175,-0.15220766188871276,-0.028920380549733015,0.21538931233645683,0.019999054098099777,0.3454872263796688,-0.05351147104193374,-0.16016837349727953,-0.27880394735400615,-0.022137459866283016,0.043713337763221734,0.1398040200768982,-0.10573983654127897,-0.1831248170862886,-0.0417503999173115,-0.015743152294902692,-0.07013169000857884,-0.14846065823766774,-0.14646938292836761,0.06087363387577617,-0.09838861187378405,-0.06822121137475887,0.1307687314037906,0.0622662144716183,0.05988495047033909,-0.008492980434108718,0.014015400660459216,0.20728401009831324,0.117157670942501,0.011504678417434343,-0.03874928224095433,-0.028058567961079462,0.004863349944487768,0.003658654996904662,0.06563619786882849,-0.08344092616717201,-0.08396257846529494,-0.020899491078051877,-0.017740979667107148,0.1275222219622013,-0.03166448114601127,0.058455664268223996,0.06073097989418566,0.014049574859468963,-0.04331031444591999,0.15073115800747733,-0.12565532059511192,-0.020283140953649404,0.012508318303118106,-0.019823411153084565,0.01844817693237614,-0.017585896641275647,-0.04897220024546065,0.04619384002460705,0.06544839964158744,0.12306037087506866,0.047569039547996045,0.03085704538009954,-0.03127412064166445,-0.10077473109417852,0.023123868970932156,-0.02635631889527653,0.060233864336777077,-0.004658467251573377,Yes
3,CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,-0.9876678941907758,-0.13519897864295005,0.03404201615516755,-0.013147230290627141,-0.33170021644552816,0.4530434380849669,0.22502329436189625,0.34372826185550515,-0.41458821194151074,0.25924761923054934,-0.10935725450329613,0.5676518527069333,0.16223341043581674,-0.22987667481245191,-0.09195563642240195,0.21143065527372043,0.045019657550574,-0.04384388776583428,0.16642206271638788,-0.12181294657126249,-0.11557377253767823,0.05743455867393852,-0.05292849953063333,0.1271990247661821,0.0026708709221268077,-0.1576225644360633,-0.08206489425143049,0.03654913616770989,0.06326273313496077,-0.15694761382654165,0.11445611179343944,-0.35705662210271977,-0.08380779256336424,-0.055676535141198295,0.04130346489485356,-0.07667630269407454,0.06508891342858956,0.034339000217348814,-0.19172950328072902,-0.2088218742204187,-0.17878815958702693,0.10084452172587983,0.10866414059565783,-0.13569363592601769,0.0930190671256312,-0.15674496677515337,0.015761776568878727,0.022048554633072003,-0.33030511561947,-0.1520908650704487,-0.016166526045685886,-0.05758134145260846,0.06467190391341723,-0.05991577519306701,-0.019821770610630715,-0.16727798841008865,-0.009203734964611444,0.09788081699722916,0.24813605697365157,0.060164551479785756,-0.021099623967063982,0.022242655899507528,-0.0850602886500135,0.01277444696895955,-0.0438618927293533,0.006758611473291081,0.043189448619260946,-0.03996366654843123,-0.09255665021556053,0.005919405849488437,0.044654842719649375,-0.06609020475364301,0.020654797284565464,0.017825494111743438,0.06975301033754246,-0.004000507411422085,-0.09696485294592513,0.029217160806684635,-0.00972801200014573,0.04084848916752517,0.08264014164820954,-0.027422491564727144,-0.027076713185249377,-0.04307765745771531,-0.09233227450759278,0.023549709290732853,-0.00717142987508045,0.025428704109756305,0.006813115317877252,-0.043788157494105646,-0.0753030442468438,-0.07134279643753974,0.025528195348577965,-0.052197558669339617,0.045620295360751184,0.06075355988211638,-0.07186113689295229,-0.0139077792153126,0.11108876636774363,-0.00366815845738646,0.016039422135547547,Yes
4,CS(=O)(=O)N1CCc2cc(-c3csc(NC(=O)Cc4cccs4)n3)ccc21,0.6776840816319376,-0.42269257905429203,0.34392635664239846,0.391847193212494,-0.5847494032234116,0.7081956287204909,0.12062120179545267,0.34114656258674136,-0.15455178275610482,-0.09985708931232135,-0.2649168699521106,-0.5011045695923992,0.08195165017219454,-0.32891211849416113,-0.47564356375708855,-0.3984988832302448,-0.06458625347681532,0.12060771883564363,-0.20450938655798004,-0.3484821459051399,0.6275212444899554,0.14813660472321236,0.3272698530827071,0.38467119158187296,-0.2219311524053101,0.24297283232151407,0.3303492586166742,0.02727146953324265,-0.18995465320188465,0.22067613559332622,-0.18338310722108014,-0.04107522787322011,-0.00046902920909848395,0.026825356422799578,0.31695541859164184,0.04995798201961883,0.14069537255443548,0.04268383661864038,-0.0436007344298372,0.01350329368334965,0.028439399733718222,-0.18416876886416125,-0.08538109251260668,-0.13886015292421777,-0.11028194128350641,0.03832330652774823,-0.08497044446629044,-0.05946337062117176,-0.0028986147165906938,-0.1007331292830452,0.14434940415610847,0.03628576575494101,-0.062064215587850635,0.09766247828576775,0.034738002846284755,-0.00631048416539176,0.18506646750329714,0.03302407010172183,0.05118010568279238,-0.02284838516681238,0.03370336222822033,-0.05643354298965107,0.05312555816631406,-0.06405112655181948,-0.12354289123722227,5.855190506945628e-05,-0.1387345383048268,-0.05534928439177968,0.09317787971889598,0.06243613856154471,-0.018335721973349296,-0.0283987598256923,0.04831262073911603,0.1388194917296024,-0.040853900368175676,-0.07124232569754836,0.09239040002210774,-0.009273814853104717,-0.08863448746412439,-0.015620033158887353,-0.05096200097624872,0.02091866767940304,0.02088302677740086,-0.062225443923852826,-0.016951079661590988,-0.025493040713611068,-0.05205046924853919,-0.05361530703803746,-0.031143226975939717,-0.0030392195784786796,-0.02251016855362967,0.015901142834251928,-0.014801518059368668,0.007028410156806415,0.0423915847812226,0.043508439256657844,0.03658602001491871,-0.04157142779261223,-0.013626267353570523,-0.01240450748490609,0.04753242080097541,Yes
5,CC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2cccc(-n3cnnn3)c2)cc1,1.0773848513393522,-0.364948088939846,0.43055511724611556,0.31879058310236336,-0.40550772745425556,0.4378830204983797,-0.2670195685264053,-0.34268615260398533,0.42635304774376964,-0.24430223454559258,0.08794231881246449,-0.3317153041283438,0.27188008159662563,0.39648596007297565,0.5011198988083425,0.001210965375486913,-0.3607498644052023,0.3320640519969941,-0.25973176035795315,0.007933902034890286,-0.20112761518310227,-0.13658541471385816,-0.12520920818136702,-0.0011131577022576433,-0.154793586266918,-0.11993539339321971,-0.04928228468016481,0.04963888040840051,0.2521695941889417,0.0913176195029285,0.4910937930090593,-0.1640053220178341,0.06501931313843773,0.07907097445634421,0.4368948808029526,0.08984248886570098,0.18998513088231625,-0.04887019576610909,-0.061647936050636065,-0.02946593492693576,-0.1225970820226213,-0.010799947732378374,0.15131365438786815,0.043441494596264736,-0.1602666196468064,-0.05994709222508188,-0.040970804793020475,-0.02973623742822277,0.09621101774114156,-0.04563340801650218,0.02937028910175284,0.06640276497428509,0.001083879542743519,0.03680350069607164,0.04544037174017139,-0.10944366622764767,0.11389837533907884,-0.02346216881915509,0.016375644160542293,-0.12235430707900607,0.12499610989908923,0.08523941376485246,0.017857450818729765,-0.031393336705533334,0.00956829584575927,0.04424161355804972,0.05473725860948595,0.023116967181681807,0.08552126908706897,-0.031877181395771316,-0.0749681844553012,0.005170073532304071,0.02913205862652773,0.018382110194905172,-0.019434249960188537,-0.11065309876905052,0.014735859129294898,0.08163965120923942,0.042390103253003415,-0.025868224334615265,0.019616851260579587,0.02827838121684743,-0.0013513189156175004,0.006847736251474054,-0.060092006317988125,0.045558670705178314,-0.03558588808783002,0.044040669895539876,0.035201576034934554,-0.00011272718432418578,-0.025430664125456394,0.021092785744858508,-0.027053574247800194,-0.03710811831181875,0.005683434492113284,-0.05224268776289242,0.03293827628198872,0.0033454555340144032,-0.006533202826061158,-0.011172501986818649,-0.059868991213479224,Yes
6,COCCN(C(=O)C(F)(F)F)C(C(=O)NC1CCCCC1)c1ccco1,0.30188124524764615,1.0303863305026513,-0.21990022436618348,0.6551904935226585,-0.04521348518177208,-0.022492625746904513,-0.4197235311212854,0.009655141857136751,0.03573337137659946,-0.09591046994082648,-0.5644822634004981,0.5554092843160733,-0.41449678467570267,-0.14000827365619956,0.2976077181401609,0.011240121994567781,-0.2647165780393393,0.16654324769988735,0.24708080475101615,-0.15871832884218862,0.1860836595916792,-0.2399986993010014,-0.28372010776955775,0.2689163929016555,0.4782371531546408,-0.23673693387116548,0.005922815931976167,-0.16689719527209979,-0.1675328562208416,0.031420010076151805,-0.14150962163870673,-0.10371201579658812,-0.04943611523306192,0.23488301395577782,-0.020443160125351443,-0.1541607006223206,-0.1007756257565428,-0.11930590496301745,0.1487159691051286,0.045187050439343686,-0.1815186581661971,0.06795764955506829,-0.09142638158599778,-0.11362882579000791,-0.04925018679881775,-0.008203799563036733,0.025824167816569942,0.018699664371949015,0.09211624212050477,0.2529230156057964,-0.12754788582937215,-0.16685636174387672,-0.0522937530212422,-0.09588004699837337,-0.0048476956253664695,-0.0798600338627729,0.03914475339109613,0.0794591018073654,-0.03801984944202884,-0.0645007844198824,0.09008067534248408,-0.10389200698494802,-0.022617290666442018,-0.059976915144561445,-0.09209444074808074,-0.039120859856750644,-0.011336592149980416,0.039479794198647986,0.11098108239075684,-0.025984767020446334,0.016269393128253762,-0.005512067966090832,0.03735305468693788,0.023095985607924252,0.051782270000464904,-0.09946251038623201,0.018347116189085685,0.0037856885956218567,-0.03512182117362299,0.04473555643355886,0.008214530716187914,-0.03910173063693026,0.023794846811156577,-0.013791512864818563,-0.05604673739959599,0.041160993088845646,0.033777410943406125,-0.09687834039862703,-0.02096195137183204,0.017094146328485584,0.012043522809558614,0.03147434439229475,0.07794920398741656,-0.04361871211494371,0.0416816995687097,0.003675661306187547,0.0007408115197542091,0.031383458643228584,-0.0016839567367625949,0.06131465945171379,-0.05641622747051328,Yes
7,COc1ccccc1N1CCN(C(=O)CSc2nnc(-c3ccoc3C)o2)CC1,0.9028843332908826,-0.4684023995937967,0.5892325517160805,0.06268827824457548,0.5544947584689583,0.24307341111163294,-0.12502429721988628,-0.1783987496271771,-0.6689749258867772,0.3502146683580455,0.3307072728844962,-0.10834205264868954,-0.18055038925096498,-0.1755874395792653,-0.20932585778661736,0.05707035584557277,-0.2991865795782769,0.016511999061823893,-0.20987210336736675,0.3977076220137039,-0.04581214274679622,-0.05770163653153905,-0.39132511221189886,0.1515785206127275,0.4132905559593613,0.1786792705805481,0.13144853728267356,0.20097513091697403,-0.23753455879348745,-0.15320071953476297,-0.07616880572879739,0.08349028687525527,0.2570439515232104,0.09210095694056993,-0.14256449356153647,-0.09455581772259355,-0.24402954940889401,-0.14386082387843982,0.11189707412288324,-0.002938388359102776,-0.03257854730583548,0.14670124230096304,0.01235916128008954,-0.0782080567749879,-0.01129969346705667,0.06029211987146236,0.2131544236414151,-0.03427196373068448,0.054281203391833045,-0.041657365814263214,-0.1695632530657005,-0.11752668513984094,-0.1864117630945554,-0.03363210264991138,0.026665090527874913,-0.006105451509608566,0.04742517083674682,0.009850113579359084,0.19480863105615162,-0.028799435184400663,-0.031964235243149175,-0.076800182789465,0.21011712481345854,0.04168055679109693,0.04246878979869898,0.03299646659476569,-0.09175364974737274,-0.0856508101114569,-0.008737506701349951,-0.0018872545023510211,0.06842915794637427,0.049641913790904935,0.08390504979726891,-0.10724503146406762,0.005131675719197113,0.04657437706688557,0.11534915688980268,-0.0862267520358344,-0.09097289517717234,-0.04738057019553672,-0.006933050434997412,0.02442077086890522,-0.03186596409915301,0.0690433143086561,0.02032144217430678,0.03527112027477846,0.01679514975266762,-0.04733608931596861,0.03190454334162343,-0.016801724941749748,-0.008184102226100774,-0.0076257332925880154,-0.0030113037034597205,-0.004791878897585491,0.004841255310430704,0.025188097929971152,-0.025784102470354116,0.05386372207363344,0.04369594108899199,-0.06952406708743832,0.020411083062978504,Yes
8,O=c1c2ccccc2nc(SCc2ccccc2)n1Cc1ccco1,0.03768077356347382,-1.1390158360954818,0.004738846756645905,-0.41234299152424136,-0.4456159924716305,-0.21959893082095866,-0.07841650243054712,0.05657216707356313,-0.1312151376793284,0.10506831540550189,0.04074386723389705,-0.09589182401366937,-0.45449430533703006,-0.07222238474127327,0.07966887693702232,-0.120035935825639,0.07367838919009251,-0.08875640589171253,0.01401568329072986,-0.1067064019136218,-0.3915666504307096,-0.031393487618853785,-0.15179427805434853,-0.20410556420171705,0.4268150839989148,0.09300546172505669,0.10819400532061481,0.04325243941892943,0.08225596703282127,-0.24140427824576946,-0.2840701641237282,-0.09135953950427533,0.1220458123361271,0.07713587046108435,0.05450469344428109,-0.08215628551663882,-0.11872728579822311,0.06224024023628603,-0.017769940197728228,0.062376837712964886,0.013777848851750197,0.03770667438396873,0.027121526225470684,-0.13497333396016203,0.001367352420965911,0.0020493656443892594,-0.17733758217636508,-0.1757997589879171,-0.05169667887410216,-0.004626082185562624,-0.17520215192390234,0.006053239709918362,0.08951497168010153,0.09580779021518943,0.017486469165818298,-0.10165092920056751,0.031105368220107503,-0.08528849802819204,0.04857404708409903,0.06194097791661944,-0.054128270783856444,-0.004522216679614827,0.09851674906060845,0.03790746337028135,0.017412679420225646,0.04144966165644736,0.06584339754915887,-0.02110409897000295,-0.0803304257753599,0.016384344507482093,0.0830063142070257,-0.05751487254540092,0.018852665097500353,0.08917196501068074,-0.07689173507927491,0.04046453549825428,-0.007524516085622382,0.028941743644694616,-0.043316017150456326,0.049713390985089895,0.012421496013610655,-0.05054063302898229,-0.015075680373293219,0.07131901527781981,-0.03070658033059774,0.0129994437541365,0.03306382846100447,-0.013750886404198687,0.008775277134443944,0.029687922906736698,-0.007787792606115857,0.013748033869801704,-0.008041006948698779,-0.032956275428954886,0.03769666413381678,-0.0424368640747299,0.02461957781499451,-0.05187906362391279,-0.04430110103266721,0.02934246013972142,-0.044348427388511316,Yes
9,N#Cc1c(NC(=O)CSc2nnnn2C2CCCC2)sc2c1CCCC2,0.3567819161058982,-0.11991917593591662,1.25523803065568,0.9419702607814755,-0.3441447660745547,-0.09888916375876104,0.11063046022305423,0.6175590658828741,0.2740070489939714,-0.27644486943403473,-0.003337625679044581,-0.26014666665162994,0.23523914029408383,-0.06866732331470395,0.20870919044406563,0.0721598033000204,-0.5248186374556336,0.09654357725241793,-0.6122163076911035,0.22943230065477366,0.05421000869171271,-0.17504203103230567,-0.14314566100491416,-0.12144941290462677,0.02330195073736103,0.17603790546710335,-0.03121026746092263,-0.09690648050287363,-0.13568306476195646,0.033608092464483506,0.34388968687298344,-0.16526564625153592,-0.07432033527728622,-0.05258754425833288,0.0594377064486377,0.3038168479553734,0.2236259309578445,-0.13863133033034863,0.31071087094108324,0.05727638822797272,-0.1096570098469674,-0.1556772229594836,0.1130943984598275,-0.09842131105248252,0.038139368976069614,-0.1227809382992461,-0.3772971678232158,-0.062159219062907306,0.0694591783639428,-0.19105281595995013,-0.12549821997899235,0.03860121338942717,0.15508314798750455,-0.10751067866405792,-0.12576780997187434,-0.015073799198467757,0.12407052589442606,0.06493434676662402,-0.22851360132081366,-0.07171511670238136,0.09274264801409858,0.035391007337598535,-0.057284974402776634,0.06353596911922081,0.11100783445116279,-0.024355959957909533,-0.07058518040714541,-0.03726086285356269,0.07439771280335253,0.027723352800001065,0.05475971064543993,-0.027155600230342747,0.008203184849573605,-0.003458416472117076,-0.04931928968887878,-0.07344653816143107,0.002127590594234311,0.08509627491801408,-0.04557693754364853,-0.03244891817027865,-0.10898823421301045,0.012516642279894847,-0.05103428314583264,0.024104457772128354,0.006418044295104737,0.013702244028492613,0.04105723176043144,-0.020755786076026347,-0.045053299035439205,0.028681535249226044,0.017665703743002,0.015380860959201922,-0.020299533010386984,-0.030650532194607557,-0.03299848340945369,0.026680923772423423,0.0577300893145789,0.024836375209045167,0.025913381906033157,-0.01052230250824329,0.03157012537707412,Yes
